,age,sex,smoker,pren_prod,pren_comp,point_sales,product_type,dist_channel,pay_freq,pay_method,profession,evento,time
7318,31,0,1,54.6,34.71,0,8,2,3,1,1,True,448.0
7095,31,1,1,32.4,0.0,1,8,2,3,1,1,True,491.0
270,44,1,0,80.5,19.5,0,7,2,0,1,1,False,1285.0
6260,44,0,1,42.5,0.0,0,7,2,3,1,1,True,329.0
1644,35,0,1,35.2,1.3,2,8,2,3,1,1,True,195.0
1991,36,0,1,63.0,0.0,1,7,2,3,1,1,False,1400.0
4418,45,0,0,52.8,97.2,1,7,2,0,1,2,False,330.0
5729,46,1,1,61.2,0.48,0,8,2,3,1,1,True,432.0
528,28,1,1,19.1,0.0,1,3,2,3,1,1,True,3252.0
5233,42,1,1,38.72,0.54,2,8,2,3,1,1,True,2875.0
2595,29,0,1,26.6,0.21,2,8,2,3,1,1,True,488.0
4882,52,0,1,44.0,0.65,2,8,2,3,1,1,True,51.0
4041,44,1,1,46.5,0.0,1,7,2,3,1,1,True,782.0
3226,33,1,0,40.5,1.5,1,8,2,3,1,1,True,241.0
3845,39,0,1,504.0,74.11,2,7,1,3,1,1,False,533.0
4833,29,0,1,12.5,28.17,0,7,2,0,1,0,True,91.0
3576,32,1,1,240.05,0.0,1,2,1,3,1,2,False,425.0
7879,42,0,1,864.0,0.58,1,7,1,3,1,1,False,974.0
3503,48,0,1,22.97,0.0,1,3,2,3,1,1,True,355.0
5734,35,0,1,52.0,48.0,0,7,2,1,0,1,True,743.0
5253,39,1,1,53.0,1.73,0,8,2,3,1,1,False,471.0
635,42,1,0,1851.95,0.0,1,1,1,1,0,2,False,274.0
5295,44,1,0,36.86,0.0,0,2,2,3,1,2,False,3227.0
7531,39,1,0,750.0,3228.0,0,7,1,0,0,2,True,1785.0
3125,39,0,1,19.0,0.0,0,2,2,3,1,1,True,1080.0
6925,31,1,1,680.4,1319.46,0,8,1,3,1,1,False,253.0
3816,31,1,0,108.38,0.0,0,0,0,1,0,1,True,109.0
2845,42,1,1,68.0,32.0,1,7,2,3,1,1,False,4127.0
6122,47,0,1,22.84,0.0,1,2,2,3,1,1,True,136.0
6526,44,1,1,310.66,0.0,0,0,1,0,0,1,True,1550.0
7106,41,0,1,76.3,0.3,1,8,2,1,1,1,False,974.0
5097,49,1,1,65.5,0.0,0,7,2,3,1,1,False,2890.0
3752,27,1,1,38.5,3.5,1,8,2,3,1,1,True,3655.0
7100,54,1,1,34.4,0.0,1,7,2,3,1,1,True,606.0
5208,54,0,1,71.5,0.0,1,10,2,3,1,1,False,39.0
3189,40,1,1,113.0,0.0,3,8,2,3,1,2,False,2800.0
6595,36,1,1,57.6,0.0,0,8,2,3,1,1,False,204.0
3839,50,1,1,16320.0,862.11,0,7,1,0,0,1,True,1777.0
6247,58,0,1,44.5,0.0,0,7,2,3,1,1,True,77.0
1733,45,1,1,40.8,0.0,1,8,2,3,1,1,False,714.0
5736,30,1,1,19.05,0.0,1,2,2,3,1,1,False,3753.0
6433,39,1,1,37.1,0.0,1,8,2,3,1,1,True,292.0
2897,39,0,0,104.0,0.0,1,8,2,3,1,2,True,1183.0
2682,38,1,1,52.0,0.01,1,8,2,3,1,2,True,1244.0
3767,35,1,1,91.5,0.92,1,7,2,3,1,1,False,249.0
1245,30,0,0,46.75,2.25,1,8,2,3,1,1,True,574.0
5129,32,1,1,51.0,99.0,0,7,2,1,1,1,True,923.0
4676,32,0,1,23.7,0.0,1,8,2,3,1,2,True,363.0
5219,27,0,1,61.0,49.87,0,8,2,3,1,1,True,1748.0
7094,32,0,1,55.3,2.95,0,9,2,3,1,1,False,19.0
2107,31,1,1,32.4,18.01,0,7,2,3,0,1,True,2676.0
1807,33,0,1,71.0,0.0,1,8,2,3,1,1,True,1002.0
7354,38,0,0,457.68,0.0,0,2,1,0,0,1,True,2823.0
7286,45,1,1,41.16,0.0,0,8,2,3,0,1,True,1159.0
6995,26,0,1,25.9,0.0,2,8,2,3,1,1,True,1245.0
6020,41,1,1,78.17,0.0,0,8,2,3,1,1,False,851.0
3835,36,1,1,63.0,59.14,0,7,2,0,1,1,False,509.0
1313,49,1,1,65.5,0.46,1,7,2,3,1,1,True,1923.0
1058,35,1,1,23.81,0.0,0,0,2,2,0,1,True,420.0
4258,26,0,1,44.4,1.06,0,8,2,3,0,1,True,310.0
1250,40,0,0,1128.0,0.0,2,7,1,0,0,1,True,1757.0
3805,25,0,1,32.85,0.0,1,8,2,1,1,1,True,422.0
4444,36,1,1,115.2,0.0,3,8,3,3,1,2,False,624.0
4916,33,1,1,43.5,0.0,1,8,2,1,1,1,True,377.0
3455,32,0,1,436.8,0.0,0,10,1,3,1,1,False,32.0
7185,27,0,1,29.6,0.0,1,8,2,1,1,1,True,1213.0
2937,43,0,1,35.4,0.44,0,8,2,3,1,1,False,1110.0
1199,28,1,1,45.0,0.0,1,7,2,3,1,1,True,148.0
3284,32,0,1,44.0,0.0,3,7,2,3,1,1,False,989.0
6388,36,1,1,45.37,0.0,0,3,3,3,1,0,False,333.0
3990,34,0,1,48.0,8.5,1,7,2,3,1,1,False,2312.0
4819,54,1,1,3036.96,35.04,0,7,1,3,1,2,False,231.0
1920,42,1,1,212.5,0.0,3,7,2,3,1,1,True,877.0
1501,42,0,1,55.5,5.31,1,8,2,3,1,1,False,1201.0
7486,27,0,1,31.2,3.64,0,7,2,3,1,1,True,250.0
7575,29,0,1,12.5,31.55,0,7,2,0,1,0,True,89.0
3147,31,0,1,25.5,0.9,1,7,2,3,1,2,True,49.0
1901,27,0,1,19.59,0.0,1,2,2,3,1,1,True,974.0
7598,27,1,1,26.95,0.01,1,8,2,1,1,2,False,821.0
5479,40,1,1,63.2,8.6,0,10,2,3,1,1,False,124.0
1558,45,0,1,396.97,0.0,0,2,1,0,0,1,True,1458.0
1488,33,0,1,230.03,0.0,1,2,1,0,0,1,True,406.0
571,48,1,1,1038.0,367.67,0,8,1,0,0,1,True,26.0
7080,47,0,1,160.9,0.0,2,0,0,1,0,1,True,3184.0
2245,42,0,1,39.0,2.05,3,10,2,3,1,1,False,130.0
2158,28,1,1,39.0,0.0,1,8,2,3,1,1,False,3816.0
3222,37,1,1,65.0,4.03,0,7,2,3,0,1,False,2251.0
5192,55,1,1,132.47,2.52,1,3,2,3,1,2,True,899.0
4248,31,1,1,27.0,0.0,1,7,2,3,1,1,True,216.0
5804,33,0,1,49.8,0.5,1,8,2,3,1,1,True,391.0
473,33,1,1,26.1,6.43,0,8,2,3,1,2,True,180.0
7379,40,0,1,65.0,0.0,0,7,2,3,1,1,False,670.0
2196,41,1,1,168.0,0.0,0,0,1,1,1,1,True,1122.0
3017,39,1,1,104.0,0.0,1,8,2,3,1,2,True,133.0
318,36,1,1,48.0,0.0,0,8,2,0,1,1,False,3353.0
2688,36,0,1,948.0,0.0,0,8,1,3,1,1,False,1369.0
4183,34,0,1,33.6,0.57,4,8,2,3,1,1,True,231.0
680,33,1,0,54.0,0.0,2,8,2,3,1,1,True,363.0
840,26,1,1,24.74,0.03,1,7,2,3,1,1,False,3046.0
5970,44,1,1,194.0,0.0,0,7,2,3,1,1,False,2739.0
6196,32,1,1,76.0,0.0,1,8,2,3,1,1,False,790.0
7438,66,1,1,1178.59,0.0,0,1,1,0,0,1,False,3731.0
5101,46,0,1,126.0,0.0,1,8,2,1,1,1,True,2025.0
6701,33,0,1,41.5,0.04,0,8,2,3,1,1,True,1184.0
6721,45,1,1,711.03,0.0,1,0,1,0,0,1,True,3044.0
967,34,1,1,19.18,0.0,1,3,2,3,1,1,False,364.0
4914,38,0,1,594.0,0.0,1,10,1,3,1,1,False,12.0
4180,38,0,1,118.0,0.0,1,7,2,3,1,1,False,2221.0
6708,23,0,1,31.95,0.0,1,8,2,3,1,1,True,59.0
3171,48,1,1,51.9,0.0,1,8,2,3,0,1,True,1863.0
1152,30,1,1,19.05,0.0,0,2,2,3,1,1,True,2470.0
2219,35,0,1,633.6,314.4,0,8,1,3,1,1,False,265.0
5764,35,1,1,89.0,100.74,2,8,2,3,1,1,False,3014.0
6496,53,1,1,984.0,53.62,0,7,1,0,0,1,True,2959.0
3067,45,1,1,37.28,0.0,1,2,2,3,1,1,True,879.0
5484,46,1,1,135.8,0.0,1,1,0,3,1,1,True,1551.0
6053,26,1,1,134.0,0.0,1,8,2,3,1,1,False,3408.0
7417,35,1,1,28.2,0.25,1,8,2,1,1,2,True,180.0
6472,29,1,1,39.5,28.41,1,9,2,3,1,1,False,8.0
5951,32,0,1,28.6,0.01,1,7,2,3,1,1,True,303.0
4961,30,1,1,26.5,0.0,0,7,2,3,1,1,True,151.0
2927,27,1,1,20.0,0.0,3,7,2,3,1,1,True,578.0
4060,28,0,1,52.5,0.0,1,8,2,3,1,1,True,380.0
6964,28,0,1,37.5,0.0,1,8,2,3,1,1,True,2310.0
4429,47,0,1,135.0,0.0,1,8,2,3,1,1,False,3903.0
4274,31,0,1,145.1,0.0,0,3,1,1,0,1,True,49.0
1182,29,0,1,63.0,0.0,1,8,2,3,1,1,True,577.0
27,60,0,1,50.75,0.0,1,7,2,1,1,2,True,104.0
4987,50,1,1,68.0,0.85,1,7,2,3,1,2,True,302.0
2404,28,1,1,488.7,21.3,2,7,0,0,0,1,True,479.0
2055,43,1,1,93.0,5.17,0,7,2,0,1,2,True,1297.0
2586,34,1,1,56.56,0.0,1,7,2,3,1,1,True,1549.0
7268,38,1,1,1128.0,0.0,0,8,1,3,1,1,False,913.0
6181,33,0,1,66.4,0.54,0,9,2,3,1,1,False,64.0
980,37,0,1,32.0,1.83,4,7,2,3,1,1,True,2094.0
3997,46,0,1,41.41,0.0,1,2,2,3,1,1,True,7.0
1853,25,0,1,58.0,12.08,0,8,2,3,1,1,True,1708.0
1542,43,0,1,58.1,22.79,0,7,2,3,1,0,False,237.0
2923,20,0,1,24.2,0.0,0,7,2,3,0,1,True,839.0
2463,43,0,1,373.5,1.78,3,7,1,3,1,1,False,517.0
2027,32,0,1,225.04,0.0,1,2,1,1,0,1,False,274.0
4915,41,0,1,26.06,0.0,1,2,2,1,1,2,True,1136.0
7083,41,0,1,43.6,0.0,1,8,2,3,1,1,True,1317.0
2713,38,0,1,48.0,0.0,0,8,2,3,1,1,True,757.0
4145,48,1,0,665.13,0.0,0,0,1,1,0,1,True,382.0
4555,39,1,1,109.5,98.5,0,10,2,3,1,1,False,68.0
5415,37,1,1,814.8,249.88,0,8,1,3,1,1,False,578.0
2825,26,1,1,221.52,3.35,0,1,1,0,0,2,True,1541.0
4090,37,1,1,34.0,0.0,1,7,2,3,1,2,True,574.0
5332,35,1,1,32.5,0.0,1,7,2,3,1,1,True,471.0
5724,20,1,1,36.5,0.0,0,8,2,3,1,2,False,1201.0
471,33,1,1,19.4,0.0,1,0,2,1,1,2,True,559.0
5678,41,1,1,615.0,152.0,0,7,1,3,0,1,True,1374.0
4618,33,1,1,30.0,0.0,0,7,2,3,1,1,True,5.0
1522,41,0,1,26.06,0.0,1,2,2,3,1,2,False,410.0
2267,24,1,1,18.75,0.01,0,8,2,3,1,1,True,182.0
1717,39,1,1,53.0,0.0,1,8,2,3,1,1,False,3784.0
1443,50,1,1,40.05,1.04,3,2,2,3,1,2,True,302.0
2642,48,0,1,99.0,0.0,0,7,2,3,0,1,True,436.0
1890,33,1,1,30.0,0.03,1,10,2,3,1,1,False,36.0
433,41,0,1,70.0,0.37,2,7,2,3,1,1,True,1122.0
3543,39,1,0,117.0,0.01,0,7,2,3,1,1,True,697.0
5889,32,1,1,1368.0,1018.54,0,9,1,3,1,1,False,134.0
1466,50,0,1,19.16,0.01,0,3,2,3,1,1,True,244.0
2314,40,1,1,63.2,0.0,3,7,2,3,1,2,True,470.0
6100,30,0,1,64.0,9.12,2,8,2,3,1,1,False,2496.0
429,28,0,1,40.5,0.0,0,8,2,3,1,1,True,575.0
6348,41,0,1,54.5,0.5,1,8,2,3,1,2,False,160.0
6745,49,0,1,60.4,0.0,1,8,2,3,1,1,True,1336.0
1527,34,0,1,48.0,1.0,1,7,2,3,1,2,True,668.0
2628,31,0,1,43.0,0.01,0,7,2,3,0,1,True,1321.0
5593,55,1,1,1242.33,0.0,0,0,1,0,0,1,True,493.0
5027,34,1,1,36.0,0.04,0,7,2,3,1,1,True,797.0
6769,28,1,1,31.2,0.0,1,8,2,3,1,1,True,212.0
4887,44,1,1,36.04,0.0,0,8,2,3,1,1,False,3105.0
6380,36,1,1,92.0,0.0,1,8,2,3,1,1,True,667.0
4974,23,0,1,35.5,0.0,1,8,2,3,1,1,False,486.0
5092,27,0,1,61.0,0.0,1,8,2,3,1,1,True,1563.0
4005,38,0,1,59.22,0.0,0,2,2,3,0,1,True,111.0
4453,26,0,1,38.0,0.0,1,10,2,0,1,1,False,66.0
5375,27,0,1,43.2,0.0,0,7,2,3,1,1,True,223.0
2205,39,1,1,30.0,0.79,1,7,2,3,1,2,True,784.0
7159,35,1,1,32.5,0.0,1,7,2,3,1,1,False,390.0
7357,43,1,1,558.0,6.0,0,10,1,3,1,1,False,95.0
2792,39,1,1,1348.0,255.0,2,8,1,3,1,1,True,483.0
490,43,0,1,29.29,0.0,0,2,2,3,0,1,True,795.0
3713,23,0,1,28.4,0.03,0,8,2,3,1,2,True,254.0
7109,38,1,1,377.25,11.24,0,3,1,0,0,1,False,2677.0
1891,48,1,1,50.0,0.0,1,7,2,3,1,2,True,302.0
5991,32,0,1,13.0,27.67,0,7,2,0,1,0,True,90.0
4343,56,1,1,39.6,1.07,3,7,2,3,1,1,False,246.0
924,55,1,1,1584.68,0.0,0,1,1,1,0,0,True,1006.0
3664,35,1,1,254.41,0.0,3,2,1,3,1,1,False,2039.0
904,49,0,1,162.0,6.0,3,7,3,3,1,1,True,332.0
5426,54,0,1,858.0,0.0,0,7,1,3,1,1,False,186.0
388,33,1,1,30.45,0.92,1,8,2,3,1,1,True,1824.0
5535,27,0,1,40.7,0.3,1,8,2,3,1,2,True,394.0
7828,40,1,1,948.0,155.0,0,7,1,3,1,1,False,882.0
1893,39,1,1,37.5,0.0,1,7,2,3,1,1,True,664.0
6908,33,1,1,24.0,0.53,1,7,2,3,1,2,True,1423.0
4578,47,0,1,19.03,0.0,1,2,2,3,1,1,True,1671.0
4926,36,1,1,33.6,0.97,2,8,2,3,1,1,True,815.0
7035,34,0,1,6.91,0.0,1,2,2,1,1,1,True,1599.0
5504,34,0,1,28.0,0.75,1,7,2,3,1,1,True,1245.0
5996,49,1,1,26.2,0.0,1,7,2,3,1,0,True,270.0
5803,32,1,1,24.6,3.5,1,8,2,3,1,2,True,166.0
6060,35,1,1,47.0,0.0,1,8,2,3,1,2,True,1530.0
6885,46,0,1,65.0,18.32,0,8,2,3,1,1,True,375.0
503,35,0,0,20.44,0.0,0,2,2,3,1,1,True,798.0
22,47,0,1,135.0,0.0,1,8,2,3,1,2,False,2009.0
4113,36,0,1,534.0,6.01,0,8,1,3,1,1,False,210.0
4013,45,1,1,40.46,0.0,0,2,2,3,1,1,True,665.0
1052,31,0,1,39.0,0.18,0,8,2,0,1,1,True,402.0
3896,24,1,1,48.75,0.0,1,8,2,3,1,1,False,2662.0
2527,29,1,1,31.6,9.32,1,8,2,3,1,2,True,185.0
7608,25,0,1,230.33,0.0,0,1,1,3,0,2,True,448.0
2664,41,0,1,87.2,0.0,1,8,2,3,1,1,False,3378.0
5278,44,0,1,357.0,831.0,1,7,1,3,1,1,False,1063.0
458,42,1,1,32.12,0.0,1,2,2,3,1,1,True,548.0
4632,30,1,1,48.0,0.0,0,7,2,1,1,1,False,2253.0
7263,43,0,1,53.1,0.0,1,8,2,3,1,1,True,212.0
2374,31,1,1,188.0,0.0,0,0,1,1,0,2,True,32.0
4718,33,1,1,42.03,0.0,2,2,3,3,0,1,True,447.0
71,49,1,1,39.3,0.0,0,7,2,3,1,2,True,1367.0
2912,36,0,1,48.0,1.0,0,7,2,3,1,1,False,790.0
645,57,1,1,1114.31,0.0,1,3,1,0,0,1,True,482.0
1994,52,0,1,25.4,0.0,0,7,2,3,1,1,True,1943.0
1898,41,0,1,100.0,0.0,0,8,2,3,1,1,False,2937.0
1399,29,0,1,34.2,1.35,1,8,2,3,1,1,True,3491.0
1759,24,0,1,36.0,0.11,1,8,2,3,1,1,True,1655.0
2511,31,0,1,39.0,1.98,0,8,2,3,0,2,True,242.0
7396,62,0,1,140.62,28.13,0,7,2,3,1,1,False,2251.0
995,47,0,1,22.84,0.0,0,2,2,3,1,1,False,1674.0
1977,42,1,1,34.0,5.53,1,7,2,3,1,2,False,3013.0
3345,43,1,1,19.14,0.0,0,3,2,3,1,1,True,482.0
7856,42,1,0,1251.63,0.0,2,2,1,1,0,1,True,62.0
4793,33,1,1,19.49,0.0,1,2,2,3,1,1,True,120.0
4138,36,1,1,46.0,0.0,1,2,3,3,1,1,True,434.0
4336,30,1,1,40.0,0.0,1,8,2,1,1,1,False,1794.0
7382,39,0,1,28.0,0.26,3,7,2,3,1,1,False,1644.0
1628,36,0,1,30.0,0.0,1,7,2,3,1,1,False,1552.0
322,42,1,0,19.59,0.8,4,3,2,3,1,2,True,1972.0
4748,39,1,1,685.36,0.0,1,2,1,1,0,1,False,244.0
2,52,0,1,63.5,0.0,0,7,2,3,1,1,True,672.0
6959,48,0,1,24.4,0.0,1,2,2,3,1,1,True,1549.0
194,25,0,1,51.1,7.4,0,8,2,3,1,1,False,186.0
4822,42,1,1,42.5,4.02,4,7,2,3,1,1,False,2555.0
4112,27,0,1,51.8,3.98,2,8,2,3,1,1,True,1411.0
2670,25,1,1,38.0,21.0,0,8,2,3,1,2,False,291.0
3393,38,0,1,33.0,1.24,0,7,2,3,1,1,True,410.0
1888,22,0,0,462.0,1210.05,2,8,1,3,1,1,True,1612.0
6874,60,0,1,57.2,0.0,0,7,2,3,1,1,False,2481.0
6519,34,1,1,44.0,0.96,1,8,2,3,1,2,False,3470.0
4775,43,1,1,37.2,0.0,1,7,2,3,1,1,True,1629.0
268,28,1,1,39.0,0.0,1,8,2,3,1,2,False,3105.0
154,44,1,1,40.8,0.0,0,8,2,3,1,1,False,2496.0
781,24,0,1,20.7,0.0,3,7,2,3,1,1,True,713.0
7325,47,0,1,59.4,0.0,1,7,2,3,1,1,True,697.0
1180,49,1,1,104.8,5.21,1,7,2,3,1,2,True,1323.0
6818,38,0,1,39.6,32.52,0,7,2,3,1,2,False,1155.0
554,62,0,1,675.0,26.25,0,7,1,3,0,1,True,918.0
5667,33,0,1,33.0,0.0,0,7,2,3,1,1,False,395.0
2919,34,0,1,42.0,0.0,1,8,2,3,1,1,False,224.0
2571,33,0,1,41.5,0.0,1,8,2,3,1,1,True,272.0
2741,27,1,1,169.38,0.0,0,0,1,0,0,0,True,356.0
1435,40,1,1,28.25,1.13,2,8,2,3,1,1,True,1250.0
3741,26,0,1,41.8,0.02,1,7,2,3,1,1,True,266.0
2024,34,1,1,19.6,0.0,3,2,2,3,1,1,False,395.0
1460,34,0,1,36.24,0.0,1,8,2,3,1,1,False,1794.0
7244,41,0,1,654.0,984.65,1,8,1,3,1,1,False,821.0
3699,56,1,1,985.0,0.0,0,7,2,3,0,1,True,266.0
3846,38,0,1,262.21,0.0,0,1,1,1,0,1,True,475.0
2237,48,0,1,40.8,0.0,1,7,2,3,1,1,True,1529.0
3671,45,1,1,52.5,2.5,1,7,2,3,1,1,True,2157.0
5595,35,0,1,19.27,0.89,1,2,2,3,1,2,True,2140.0
6233,38,1,1,293.72,0.0,2,2,1,0,1,1,True,721.0
1573,20,0,1,33.0,6.29,1,7,2,3,1,1,True,499.0
5661,40,0,1,203.52,0.0,1,3,0,1,0,1,True,218.0
562,39,0,1,35.35,0.0,3,8,2,3,1,1,True,255.0
19,33,1,1,43.5,11.33,1,8,2,3,1,0,True,273.0
3276,39,1,1,26.39,0.93,1,2,2,3,1,1,False,2359.0
6777,31,1,1,20.38,0.0,1,2,2,3,1,1,True,555.0
4063,30,0,1,19.17,0.0,0,2,2,3,1,1,True,236.0
7430,41,1,0,31.8,0.0,1,8,2,3,1,1,False,3904.0
7211,45,1,1,52.5,0.48,0,7,2,3,1,2,False,2677.0
7624,44,0,1,56.72,0.0,3,2,3,3,1,2,True,333.0
6400,26,0,1,174.97,0.0,0,1,1,0,0,2,True,812.0
3799,28,0,1,24.5,7.86,2,8,2,3,1,1,False,2875.0
163,26,1,0,532.8,307.2,0,10,1,3,1,1,False,147.0
5287,30,0,1,53.9,12.07,1,9,2,3,1,1,False,14.0
1099,30,0,1,38.5,0.0,0,8,2,3,1,1,False,1308.0
7110,54,0,1,21.48,0.0,1,3,2,1,1,1,True,605.0
2677,34,0,1,30.24,0.0,2,8,2,3,1,2,True,1488.0
1917,39,0,1,307.04,0.0,0,0,1,1,0,1,True,447.0
5707,46,1,1,33.0,0.0,1,7,2,3,1,1,True,1991.0
5590,38,1,1,499.2,93.68,0,8,1,3,1,2,False,1825.0
4911,51,1,1,858.0,0.0,0,7,1,3,1,2,False,369.0
5936,37,1,1,51.0,1.25,1,7,2,3,1,1,True,850.0
182,36,1,1,76.8,0.0,1,8,2,3,0,1,True,3813.0
3629,26,0,1,32.9,0.64,1,7,2,3,1,2,True,74.0
5753,48,1,1,51.9,0.0,1,8,2,3,1,1,True,148.0
2610,35,1,1,21.05,0.0,1,2,2,3,1,2,True,1428.0
2548,45,1,1,157.5,31.14,0,7,2,3,1,1,False,2861.0
7428,59,1,1,48.2,0.0,3,7,2,3,0,1,True,289.0
5761,47,0,1,910.8,0.98,1,8,1,3,1,1,False,312.0
1570,35,0,1,924.0,433.27,0,8,1,3,1,1,False,729.0
5673,54,1,1,68.8,0.0,0,7,2,3,1,1,True,270.0
3093,32,1,1,33.6,4.22,0,7,2,3,1,1,True,340.0
1280,23,1,1,729.0,5.77,1,8,1,3,1,1,False,195.0
436,37,1,1,73.75,0.0,0,8,2,0,1,1,False,4382.0
3941,47,1,1,66.78,0.0,1,8,2,3,1,1,True,452.0
3221,33,0,1,72.62,0.23,2,8,2,3,1,1,True,603.0
878,45,1,1,1260.0,1128.0,2,7,1,3,1,1,False,486.0
1091,45,0,1,63.5,0.0,1,8,2,3,1,2,True,699.0
2034,56,1,1,33.33,1.37,4,3,2,3,1,2,True,1106.0
522,24,1,1,97.5,298.18,1,8,2,3,1,0,True,264.0
7880,36,1,1,22.27,0.0,1,2,2,1,1,2,True,349.0
6013,34,1,1,19.45,0.0,1,2,2,3,1,1,True,729.0
1811,26,1,1,45.6,0.0,0,8,2,3,0,2,True,367.0
6751,37,1,1,34.0,0.04,1,7,2,3,1,1,True,244.0
6140,34,1,1,103.75,0.0,1,8,2,3,1,1,False,2647.0
2299,37,0,1,47.0,0.94,1,8,2,3,1,1,True,849.0
293,42,1,1,33.88,0.0,0,8,2,3,1,1,True,755.0
4379,45,1,1,1260.0,0.0,3,7,1,3,1,1,True,531.0
2808,21,1,1,62.0,0.01,0,8,2,3,1,0,True,605.0
2437,42,1,1,19.52,0.0,3,2,2,3,1,1,True,680.0
403,31,1,1,34.02,0.0,0,0,2,3,1,2,True,272.0
2529,33,1,0,54.0,0.0,0,8,2,3,1,2,True,224.0
7043,29,0,1,41.0,0.0,1,7,2,3,1,1,True,197.0
4918,29,1,1,22.23,0.0,0,2,2,3,1,1,False,2846.0
3585,39,1,1,26.39,0.0,1,2,2,3,1,1,False,3636.0
6308,38,1,1,101.0,0.07,1,8,2,3,1,1,True,333.0
5771,35,0,1,231.0,606.4,0,8,3,3,1,1,False,230.0
5374,32,0,1,168.08,0.0,0,0,1,0,0,1,True,1556.0
3615,33,0,0,652.36,0.0,0,2,1,1,0,1,True,154.0
1905,32,1,1,76.0,0.73,1,8,2,3,1,2,False,340.0
5549,32,1,1,28.0,2.64,0,7,2,3,1,1,False,1339.0
6314,28,1,1,54.0,0.0,1,7,2,1,0,1,True,273.0
7871,29,1,1,63.2,0.08,2,8,2,3,1,1,True,2706.0
351,39,1,1,237.29,0.0,1,1,1,0,0,1,False,1453.0
2577,27,1,1,138.58,0.0,0,1,1,0,0,2,True,73.0
1286,38,0,1,33.0,16.72,1,7,2,1,1,1,True,575.0
1796,32,0,1,63.2,6.45,1,8,2,3,1,1,True,211.0
1411,29,0,1,30.4,4.15,2,8,2,1,1,1,True,663.0
2323,33,1,1,19.49,0.0,1,2,2,3,1,1,True,1262.0
4531,34,1,1,43.92,0.0,3,2,3,3,1,1,True,373.0
1301,27,1,1,30.8,1.04,2,8,2,3,1,2,True,301.0
2504,33,0,1,98.69,0.31,0,8,2,3,0,2,True,357.0
1600,57,1,1,502.22,0.0,2,1,1,0,0,2,True,652.0
586,25,0,1,87.0,0.0,1,8,2,1,1,1,True,609.0
4323,41,0,1,30.8,0.0,1,7,2,3,0,1,True,1177.0
5193,34,1,1,56.0,0.0,1,7,2,3,1,0,True,575.0
3395,38,0,1,45.85,0.0,1,7,2,3,1,2,True,151.0
4420,33,0,1,852.0,831.0,0,8,1,3,1,1,False,216.0
3726,40,1,0,1318.92,0.0,1,2,1,3,1,1,False,274.0
7101,41,0,1,77.0,0.0,0,7,2,0,0,1,True,3416.0
4430,37,0,1,32.0,2.42,0,7,2,3,1,1,True,357.0
4570,48,1,1,62.54,0.0,1,2,2,1,1,1,False,760.0
5585,39,1,0,44.02,0.0,2,2,2,3,1,2,False,821.0
3606,37,1,1,34.0,0.12,1,7,2,3,1,2,True,543.0
4617,51,1,1,43.52,0.0,1,7,2,3,1,2,True,242.0
7665,48,1,1,36.47,1.76,1,3,2,3,1,1,True,118.0
938,34,0,1,56.88,0.0,0,0,3,1,1,1,True,440.0
5822,31,0,1,19.84,0.0,1,2,2,3,1,1,True,390.0
4589,34,0,1,42.0,0.0,1,8,2,3,1,1,True,391.0
3618,35,0,1,15.0,18.31,0,7,2,1,0,1,True,4001.0
5935,53,0,1,25.48,0.0,1,3,2,3,1,1,True,242.0
1572,26,1,1,20.07,0.0,1,7,2,3,1,0,True,361.0
4925,41,1,1,218.32,0.0,0,1,1,1,0,1,False,385.0
1604,32,0,1,67.0,0.0,0,8,2,3,1,1,True,833.0
1297,35,0,1,30.0,0.21,1,10,2,3,1,1,False,97.0
2239,45,1,1,195.87,3.15,1,0,1,1,0,0,True,120.0
2138,43,1,0,96.88,0.12,1,7,2,3,1,2,False,253.0
7815,32,0,1,39.5,0.58,1,8,2,3,1,1,True,141.0
6856,37,0,1,47.0,6.64,1,8,2,3,1,1,True,543.0
3039,57,1,1,41.6,0.0,1,7,2,3,1,1,True,788.0
6041,36,1,1,63.0,0.27,0,7,2,3,1,1,True,1071.0
5978,40,1,1,339.0,0.0,1,9,0,3,1,2,False,154.0
5799,35,0,1,19.03,0.0,1,2,2,3,0,1,True,1970.0
1923,47,0,1,22.84,0.0,1,2,2,3,1,0,True,150.0
5602,45,0,1,33.08,0.0,0,2,2,3,0,1,True,247.0
5569,42,1,1,1742.4,44.64,0,8,1,1,1,1,False,1779.0
1042,45,0,1,88.9,2.81,2,8,2,3,1,1,False,2359.0
658,64,1,1,1973.53,0.0,1,1,1,0,0,0,True,435.0
1609,33,1,0,75.6,2.8,1,8,2,3,1,1,False,239.0
5182,55,1,1,94.0,0.0,1,7,2,3,2,1,True,351.0
2492,41,1,1,90.09,0.44,1,8,2,3,1,2,True,361.0
4613,23,0,1,35.5,0.0,1,8,2,3,1,1,True,757.0
6347,31,0,1,19.22,0.0,1,2,2,3,1,1,True,271.0
1969,45,1,1,147.0,1.5,2,8,2,3,1,1,False,2952.0
5738,27,1,1,40.0,0.0,1,7,2,3,1,1,True,865.0
1892,27,0,1,40.7,8.3,1,8,2,3,1,1,True,2448.0
6190,38,1,1,101.0,0.0,0,8,2,3,1,1,True,914.0
1230,33,1,1,24.36,0.0,3,2,2,3,1,0,True,135.0
6844,42,0,1,66.6,32.4,0,8,2,1,1,1,True,213.0
