,age,sex,smoker,pren_prod,pren_comp,point_sales,product_type,dist_channel,pay_freq,pay_method,profession,evento,time
1022,50,0,1,89.6,0.89,1,7,2,3,1,1,True,1814.0
6775,38,1,1,20.63,0.0,0,3,2,3,1,2,False,2921.0
4921,32,1,1,41.0,0.0,1,8,2,3,1,1,True,313.0
1039,46,0,1,33.12,1.57,1,7,2,3,1,1,False,3255.0
682,43,0,1,29.5,0.0,2,8,2,3,1,2,True,148.0
2618,43,1,1,1171.8,16.2,0,7,1,3,1,2,False,279.0
3262,43,0,1,59.0,0.0,1,8,2,3,1,1,True,363.0
7162,46,0,1,69.27,0.0,1,8,2,3,1,1,True,149.0
225,39,1,1,1747.2,3040.8,0,8,1,3,0,1,True,17.0
3254,34,0,1,14.0,45.6,0,7,2,0,1,0,True,90.0
1700,38,0,1,23.1,0.0,1,7,2,3,1,2,True,971.0
4195,40,0,1,72.1,6.44,2,8,2,3,1,1,True,515.0
4888,41,1,1,27.76,0.0,1,2,2,1,1,1,True,331.0
5088,23,0,0,37.8,0.01,0,10,2,3,1,2,False,95.0
692,33,1,1,20.96,0.0,0,0,2,0,1,1,True,743.0
3054,39,1,1,68.9,0.0,0,8,2,3,1,1,True,513.0
7670,30,0,1,38.5,2.29,1,8,2,3,1,1,True,180.0
3514,21,1,1,109.89,0.0,0,2,1,1,0,1,True,89.0
3721,39,0,1,49.0,51.0,0,7,2,3,1,2,False,252.0
6182,30,1,1,40.0,0.67,1,8,2,3,1,1,True,110.0
6072,42,1,1,96.8,0.0,0,8,2,3,1,2,True,331.0
5496,40,0,1,292.98,0.0,1,1,1,1,0,1,False,1065.0
4094,24,0,1,57.0,0.0,1,8,2,3,1,1,True,484.0
7611,51,0,1,32.4,0.18,2,8,2,3,1,1,True,2602.0
1430,48,1,1,172.0,0.57,1,8,2,3,1,1,True,242.0
1028,48,0,1,42.6,0.55,1,8,2,3,1,1,True,967.0
2884,32,0,1,35.55,0.0,1,8,2,3,1,1,True,149.0
547,44,1,1,66.15,6.85,1,7,2,3,1,1,False,1917.0
5623,38,0,1,576.0,1802.0,0,8,1,3,1,1,True,360.0
5808,31,1,0,42.5,0.0,0,7,2,3,1,1,True,182.0
5510,68,0,1,68.2,2.25,3,7,2,3,1,1,True,547.0
910,44,1,1,39.2,0.0,0,7,2,3,1,1,False,1308.0
1274,37,0,1,61.1,3.06,2,8,2,3,1,1,True,531.0
3019,40,1,1,27.65,0.0,1,7,2,3,0,0,True,326.0
7137,35,1,1,468.0,0.0,0,7,1,3,1,1,False,208.0
4734,38,1,1,105.0,0.51,0,7,2,3,1,2,True,393.0
1540,35,0,1,24.0,1.61,3,7,2,3,1,2,False,2267.0
2423,33,1,1,81.0,0.0,1,8,2,3,1,1,True,2525.0
2838,26,0,1,37.0,0.51,1,8,2,0,1,1,True,567.0
7660,21,1,0,38.5,0.0,3,8,2,3,1,1,True,120.0
7607,30,1,0,86.0,0.0,0,8,2,3,0,1,True,2044.0
5705,42,1,1,638.21,0.0,0,7,1,3,1,2,True,453.0
7800,34,0,1,28.0,0.0,0,7,2,0,0,1,True,1187.0
7637,53,1,1,2249.4,0.0,0,7,0,0,0,1,True,3767.0
5014,61,1,1,41.6,0.0,0,7,2,3,0,2,True,1749.0
6047,33,0,1,71.0,0.0,0,9,2,3,1,1,False,98.0
1730,48,0,1,19.32,0.0,3,2,2,3,1,2,True,380.0
2141,51,1,1,1704.0,0.0,0,7,1,0,0,1,True,578.0
4103,23,1,1,41.25,6.92,0,8,2,3,1,1,False,851.0
7147,64,1,1,4473.06,0.0,0,1,1,3,1,1,False,305.0
1803,32,1,1,76.0,0.0,2,8,2,1,0,1,False,760.0
4161,24,1,1,37.5,1.11,1,8,2,0,1,1,True,1296.0
7454,35,0,1,24.0,0.06,0,7,2,3,1,1,False,1779.0
493,32,1,0,40.4,0.0,1,8,2,3,1,1,True,546.0
1674,30,0,1,35.7,0.0,0,7,2,3,1,1,True,380.0
2602,45,1,1,40.46,0.0,1,2,2,3,1,1,True,1974.0
2746,37,1,1,69.07,0.0,3,2,3,3,1,2,True,940.0
6523,35,1,1,22.16,0.0,0,2,2,3,1,1,False,229.0
4686,50,1,1,93.5,0.0,1,8,2,3,1,2,False,3074.0
6854,40,1,1,28.75,0.0,3,2,2,3,1,2,True,241.0
3665,26,1,1,67.0,0.0,1,8,2,3,1,1,True,214.0
1103,28,0,1,40.0,0.0,1,7,2,3,1,1,False,714.0
7419,28,0,1,30.0,0.0,0,8,2,3,1,1,True,99.0
5033,29,0,1,259.39,0.0,2,2,1,1,0,1,True,297.0
6565,39,1,1,1051.2,0.0,1,10,1,3,1,1,False,127.0
6349,33,1,1,318.7,0.0,0,1,1,1,0,1,False,923.0
760,31,1,1,27.0,0.71,1,7,2,3,1,2,True,396.0
581,48,0,1,367.2,0.02,1,7,1,3,1,1,True,817.0
6887,47,1,1,31.16,1.27,3,2,2,3,1,1,True,406.0
7014,38,1,1,29.2,0.8,1,7,2,3,1,2,True,181.0
659,27,1,1,38.5,0.01,1,8,2,3,0,0,True,2725.0
2611,50,0,1,23.33,0.0,1,2,2,3,1,1,True,97.0
2702,51,1,1,2011.53,0.0,0,1,1,1,0,1,False,1558.0
2317,38,0,1,576.0,6.74,1,9,1,1,0,0,False,132.0
5180,32,1,1,228.19,0.0,1,2,1,3,1,1,True,337.0
7031,44,0,1,171.0,0.0,1,8,2,3,1,1,False,1552.0
963,49,0,1,686.88,19.84,1,7,1,3,1,1,True,380.0
1148,49,0,1,20.68,0.96,0,2,2,3,1,2,True,484.0
5821,43,1,1,34.62,0.0,1,2,2,3,1,1,False,729.0
2973,42,1,1,60.5,0.01,0,8,2,3,1,0,True,1890.0
5094,45,0,1,36.0,0.0,1,7,2,3,1,1,True,484.0
1051,32,0,1,26.0,0.46,0,7,2,3,1,1,True,909.0
3336,35,1,1,47.0,0.0,0,8,2,3,1,1,True,180.0
7739,33,1,1,81.0,11.62,2,8,2,3,0,1,True,533.0
1200,53,0,1,42.04,0.0,1,3,2,3,0,1,False,3196.0
1409,44,0,1,96.0,130.43,0,8,2,3,1,1,False,456.0
6085,43,1,1,21.02,0.0,0,2,2,3,1,2,False,1004.0
2891,39,0,1,588.0,0.5,2,10,1,3,1,1,False,155.0
3252,54,0,1,44.74,0.0,1,3,2,3,1,1,True,962.0
3979,40,0,1,21.6,0.08,1,7,2,3,1,2,True,210.0
4930,25,0,1,58.0,0.0,0,9,2,3,1,1,False,73.0
7821,27,0,1,45.99,0.0,0,0,1,1,0,1,True,856.0
2296,53,0,1,54.9,2.92,0,8,2,3,0,1,True,226.0
5744,52,0,1,44.45,0.0,0,7,2,3,1,1,True,468.0
2506,32,1,1,688.8,465.52,2,8,1,1,1,1,False,294.0
197,43,1,1,34.62,0.0,1,2,2,3,1,1,True,1365.0
6406,34,0,1,470.4,124.41,0,7,1,3,1,1,False,441.0
876,28,1,1,31.2,3.77,3,8,2,3,1,2,False,2465.0
7804,34,1,1,181.17,0.0,0,3,1,0,0,1,True,458.0
5784,43,0,1,59.0,0.0,0,8,2,3,1,1,False,729.0
3207,30,0,1,38.5,19.67,4,8,2,3,1,1,True,168.0
7744,51,1,1,142.0,551.95,0,7,2,1,1,1,False,2846.0
776,37,0,1,47.0,0.0,0,8,2,3,1,1,False,2586.0
6997,38,1,1,62.4,1.66,0,8,2,0,1,1,True,876.0
1377,40,1,1,767.53,0.0,1,2,1,3,1,2,False,1856.0
1391,34,1,1,30.0,0.26,1,7,2,3,1,1,True,361.0
993,27,1,1,42.3,0.0,1,3,3,3,1,2,True,567.0
2431,41,0,1,27.25,0.0,1,8,2,3,1,1,True,993.0
7498,27,0,1,222.0,300.12,0,9,0,3,1,1,False,95.0
7302,27,1,1,37.5,0.0,1,7,2,3,1,1,True,273.0
1926,35,1,1,168.0,0.0,0,0,1,1,0,1,True,1096.0
4446,42,0,1,864.0,340.27,0,7,1,3,1,1,False,249.0
7515,32,1,1,33.6,0.0,1,7,2,3,1,1,True,151.0
5990,30,1,1,26.5,0.0,1,7,2,3,1,1,True,131.0
1123,63,0,1,1047.05,0.0,0,1,1,1,0,1,True,884.0
4433,31,1,1,19.24,0.0,1,2,2,3,1,1,False,517.0
2417,54,0,1,59.4,0.0,2,8,2,3,1,1,True,393.0
5145,50,1,1,187.0,93.73,0,8,2,3,1,1,False,2769.0
947,35,1,1,14.01,0.0,3,2,2,3,1,2,True,1392.0
1655,35,0,1,100.1,0.0,0,8,2,3,1,1,False,3196.0
6665,52,1,1,62.4,0.0,0,7,2,3,0,1,False,2616.0
4737,31,1,1,534.6,43.4,0,8,1,3,1,2,False,928.0
1159,35,1,1,133.5,15.5,0,8,2,3,1,1,False,307.0
356,37,1,1,23.02,0.0,1,2,2,3,1,1,False,1794.0
5565,37,1,1,633.6,0.0,0,8,1,3,1,1,False,729.0
4858,35,0,1,30.0,0.0,1,7,2,3,1,1,True,151.0
5431,47,1,1,34.5,0.0,1,7,2,3,1,1,True,83.0
4499,37,1,1,35.7,0.13,1,7,2,0,1,1,True,1183.0
6625,37,1,0,809.09,0.0,1,1,0,1,0,2,True,451.0
5814,31,0,1,31.2,0.01,2,8,2,3,1,1,True,26.0
4348,32,1,1,403.2,0.0,0,7,1,3,0,1,True,441.0
1064,36,1,1,22.27,0.01,0,2,2,3,1,1,False,2389.0
7554,27,1,1,50.05,0.45,1,8,2,3,1,0,True,209.0
3558,38,1,1,70.0,7.6,1,7,2,3,1,1,True,405.0
3415,47,1,1,46.0,2.35,3,7,2,3,1,2,True,882.0
6522,22,1,1,37.0,0.0,1,8,2,1,1,1,True,1358.0
923,54,0,1,116.19,0.0,1,7,2,1,0,1,False,2952.0
497,47,0,1,828.0,350.0,0,8,1,3,1,1,False,639.0
4224,45,1,1,419.27,0.0,0,0,1,0,0,1,True,1462.0
127,32,0,1,26.0,9.74,2,7,2,3,1,1,True,1093.0
14,40,0,1,24.58,0.0,1,2,2,3,1,1,True,1124.0
6024,38,1,1,101.0,0.0,1,8,2,3,1,1,True,194.0
2793,33,0,1,33.2,1.11,1,8,2,3,1,1,False,1705.0
7126,37,0,1,37.6,0.0,1,8,2,3,1,1,True,1242.0
6966,59,1,1,63.8,0.0,1,8,2,3,1,2,True,1791.0
140,39,0,1,504.0,1.5,0,10,1,3,1,1,False,40.0
5650,30,0,1,22.95,0.01,4,7,2,3,1,1,True,620.0
6511,53,1,1,32.8,0.0,3,7,2,3,1,1,True,363.0
3347,32,0,1,312.0,0.0,3,7,1,3,1,1,True,1434.0
916,35,0,1,52.0,8.0,0,10,2,1,1,1,False,172.0
5852,30,1,1,221.66,0.0,0,1,1,3,0,1,True,317.0
7470,28,0,1,37.5,0.0,1,8,2,3,1,1,True,1504.0
88,45,1,1,42.0,0.0,1,7,2,3,1,1,True,180.0
5127,35,1,1,47.0,0.04,3,8,2,3,1,1,True,236.0
234,51,1,1,42.9,0.79,1,7,2,3,1,1,True,643.0
3809,34,1,1,19.6,0.0,1,2,2,3,1,1,False,1171.0
4411,46,1,1,660.0,0.0,1,7,1,3,1,1,False,639.0
304,62,1,1,88.2,0.0,1,7,2,3,1,1,True,1306.0
5406,33,1,1,19.49,0.0,1,2,2,3,1,2,False,1825.0
2161,35,0,1,52.8,0.14,1,8,2,3,1,1,True,207.0
2718,30,1,0,19.2,0.0,1,2,2,3,1,1,False,2952.0
3611,32,1,1,612.0,0.0,1,7,1,3,1,1,False,193.0
3250,54,1,1,60.29,0.0,4,3,2,3,1,1,True,192.0
2177,24,1,1,219.18,0.0,0,1,1,0,0,1,True,519.0
5793,36,0,1,35.6,2.77,0,8,2,3,1,1,False,1429.0
5290,39,0,1,756.0,72.0,0,7,1,3,1,1,False,714.0
4170,27,1,1,38.5,1.54,3,9,2,3,1,2,False,8.0
7351,31,0,1,468.0,710.0,1,8,1,3,1,1,True,457.0
2220,35,0,1,52.0,0.02,1,7,2,3,1,1,False,1429.0
5690,31,1,1,208.0,3.35,0,1,1,0,0,1,False,2677.0
6859,31,1,1,888.0,0.0,1,8,1,3,0,1,True,2159.0
123,53,1,0,127.0,2.62,0,7,2,3,1,2,False,548.0
1660,33,1,1,43.5,0.0,1,8,2,3,1,1,False,3378.0
4821,31,1,1,49.0,0.0,0,7,2,3,1,1,False,1521.0
250,39,1,1,21.0,0.63,1,7,2,3,0,1,True,795.0
2208,42,1,1,27.73,0.0,1,2,2,3,1,1,False,1794.0
459,40,1,1,226.0,0.0,0,8,2,3,1,1,False,1506.0
6867,28,0,1,37.5,0.0,0,8,2,3,0,1,True,1478.0
4542,29,1,1,39.5,0.0,0,8,2,3,0,1,True,1181.0
5886,61,1,1,1255.5,461.5,1,7,0,1,0,1,False,4309.0
4387,33,1,1,19.49,0.0,1,2,2,3,1,1,False,1186.0
6590,46,1,1,30.71,0.0,1,5,2,3,1,1,False,15.0
2508,56,1,1,251.46,0.0,1,3,0,1,1,1,True,3681.0
4668,29,0,1,25.0,21.5,0,7,2,3,0,1,True,1245.0
5958,51,1,1,41.75,0.0,0,3,2,3,1,1,True,362.0
4892,32,0,1,633.6,0.4,0,7,1,3,1,1,False,775.0
6963,43,1,1,146.72,2.45,1,9,2,3,1,1,False,12.0
2719,40,0,1,705.0,55.9,1,8,0,3,1,1,True,2217.0
869,29,1,1,48.19,0.0,0,8,2,3,1,2,True,637.0
1130,40,0,1,741.6,261.0,0,9,1,3,1,1,False,104.0
2156,50,1,1,93.5,0.0,1,8,2,3,1,1,True,878.0
4245,38,1,1,101.0,0.0,1,9,2,3,1,1,False,48.0
3483,25,0,1,36.5,10.16,0,8,2,3,1,1,False,186.0
454,45,1,1,285.78,0.0,0,0,1,1,0,0,True,797.0
7696,54,1,1,34.4,0.0,1,7,2,1,1,1,True,336.0
1931,54,1,1,97.44,3.12,1,8,2,3,1,1,True,440.0
5275,36,1,1,22.27,1.51,1,2,2,3,1,1,True,423.0
3831,45,1,1,31.5,0.0,1,7,2,3,1,2,True,239.0
3535,22,1,1,63.0,0.0,1,8,2,3,1,0,True,186.0
5773,32,1,0,35.2,0.92,1,7,2,3,0,1,True,551.0
6281,29,0,1,19.12,0.86,1,2,2,1,1,1,True,424.0
1678,32,1,1,76.0,0.0,1,8,2,3,1,1,False,3577.0
4810,24,1,0,62.0,2.0,0,7,2,3,1,1,False,548.0
1753,37,1,1,34.0,0.0,0,7,2,3,1,1,True,63.0
3552,31,1,0,89.0,0.47,1,9,2,3,1,1,False,66.0
5767,37,0,1,47.0,0.54,1,8,2,3,1,1,True,1520.0
6143,29,0,1,456.0,49.29,1,8,1,3,1,1,False,1552.0
5796,38,0,1,39.6,0.0,1,7,2,3,1,1,False,2800.0
864,35,0,0,1020.0,40.32,0,8,1,3,1,1,False,189.0
6990,55,0,1,205.0,93.17,0,8,2,0,1,1,False,2050.0
7767,27,0,1,37.0,0.0,1,8,2,3,1,1,False,2009.0
1686,34,1,1,33.75,0.0,1,7,2,3,1,1,True,180.0
153,29,0,1,19.35,0.0,0,2,2,3,1,1,True,459.0
6861,28,0,1,27.5,0.0,1,2,2,1,1,1,True,860.0
7154,34,1,1,220.25,0.0,2,1,1,1,0,1,False,1047.0
4814,48,0,1,340.8,186.69,1,8,1,3,1,1,False,683.0
20,34,1,1,51.0,0.0,1,7,2,3,1,1,True,834.0
30,35,0,1,77.0,0.0,1,8,2,3,1,2,True,118.0
7606,34,1,0,22.4,3.87,0,8,2,3,1,1,True,253.0
3113,31,1,1,1332.0,0.58,1,8,1,3,1,1,False,165.0
1906,52,1,1,54.6,0.0,0,7,2,3,1,1,True,301.0
1603,43,0,1,47.2,0.0,2,8,2,3,1,1,False,3239.0
6531,35,0,1,35.2,0.0,1,8,2,3,1,1,True,188.0
7332,38,1,1,41.6,0.46,0,8,2,3,1,2,False,1110.0
4050,36,1,1,33.6,0.0,1,8,2,3,1,2,True,361.0
2064,46,1,1,19.21,0.0,0,3,2,3,1,1,True,577.0
4107,53,1,1,32.3,0.91,0,3,2,3,1,1,True,225.0
4006,39,1,0,62.5,0.0,0,7,2,3,1,1,True,668.0
1463,30,1,1,168.0,0.0,0,0,1,0,0,0,True,1010.0
1791,40,0,1,51.5,0.0,1,8,2,0,1,1,False,227.0
5770,47,1,1,337.43,0.0,0,1,1,3,0,2,True,448.0
3297,49,0,1,105.7,0.0,1,9,2,3,1,1,False,34.0
3215,55,1,1,33.25,0.0,1,3,2,1,1,1,True,355.0
4480,39,0,1,63.0,0.0,1,7,2,3,1,1,True,35.0
6998,35,0,1,26.4,0.74,2,8,2,3,1,1,False,1201.0
6069,59,1,1,301.03,0.0,0,3,0,3,1,1,True,336.0
2241,42,0,1,46.8,0.0,0,7,2,3,1,2,True,311.0
2342,31,0,0,43.5,0.0,3,8,2,3,1,1,True,305.0
467,20,1,1,27.6,0.0,3,7,2,3,1,1,True,149.0
1498,30,1,1,61.6,0.0,2,8,2,3,1,1,False,3317.0
4994,51,0,1,97.2,0.3,1,8,2,3,1,1,True,127.0
5335,46,1,0,491.48,0.64,1,2,0,3,1,2,True,1152.0
1767,27,1,1,44.0,0.0,1,7,2,3,1,2,True,320.0
4331,46,1,1,475.28,0.0,1,2,1,3,1,1,True,437.0
6916,36,1,1,63.0,0.0,0,7,2,3,1,2,True,361.0
5012,30,1,1,37.1,3.07,3,7,2,3,1,1,False,1004.0
3236,46,1,1,345.9,0.0,1,1,1,0,0,1,True,490.0
328,47,1,1,79.5,0.01,1,8,2,3,1,2,True,1245.0
3077,35,1,1,47.0,0.0,1,8,2,3,0,1,True,1730.0
6280,26,1,1,19.18,0.0,1,2,2,1,1,1,True,367.0
2227,51,0,1,702.0,0.01,1,7,1,3,1,1,True,721.0
1219,32,0,1,19.05,0.0,1,2,2,3,1,1,False,1598.0
1606,30,0,1,42.0,0.0,0,7,2,3,1,1,False,1947.0
6172,34,0,1,72.0,0.0,1,8,2,3,1,1,True,245.0
5148,54,1,1,34.4,0.0,0,7,2,3,0,1,True,1335.0
3023,23,1,1,58.56,0.0,0,0,0,1,0,1,True,240.0
1401,37,1,1,29.1,0.0,1,8,2,3,1,2,True,414.0
1672,43,1,1,104.8,0.09,1,8,2,3,1,1,True,182.0
8,34,1,1,432.0,5.47,2,7,1,3,0,1,True,371.0
5686,42,0,1,13.1,0.0,0,3,2,1,0,1,True,224.0
7102,39,1,0,117.0,0.0,1,7,2,3,1,1,True,208.0
485,32,1,1,65.6,2.14,2,8,2,3,1,1,True,307.0
4549,38,1,1,20.8,78.2,0,8,2,3,0,1,True,24.0
3587,50,0,1,44.8,0.0,1,7,2,3,1,1,False,2039.0
5202,40,1,1,56.5,49.74,2,8,2,3,0,1,True,133.0
7495,37,1,1,67.9,0.24,2,8,2,3,1,1,True,2376.0
7118,35,1,1,89.0,0.0,0,8,2,1,1,1,True,831.0
5571,27,0,1,37.0,4.28,0,8,2,3,1,2,True,270.0
6481,40,0,1,81.03,0.0,0,2,2,0,1,1,True,111.0
6005,44,0,1,60.0,0.0,0,8,2,3,1,1,True,207.0
4728,21,0,1,9.0,87.0,0,7,2,1,1,1,False,1302.0
7896,50,1,1,1632.0,32.72,2,7,1,3,1,1,False,1629.0
5702,33,1,1,24.0,0.0,1,7,2,1,1,0,True,152.0
4039,35,1,1,89.0,9.17,0,8,2,3,1,1,False,3196.0
5439,34,0,1,169.38,0.0,0,1,1,1,0,1,True,460.0
2244,44,0,1,1152.0,0.0,0,7,1,3,1,1,False,425.0
5066,21,0,1,22.5,0.66,1,7,2,3,1,1,False,281.0
2072,32,0,1,12.07,0.0,1,2,2,1,1,1,True,1143.0
971,42,1,1,84.7,0.04,1,8,2,3,1,1,True,1484.0
654,33,0,1,33.2,0.67,0,8,2,3,1,1,False,1339.0
3100,30,1,0,199.2,425.85,0,7,1,3,0,1,True,784.0
2624,30,1,1,26.5,0.0,3,7,2,3,1,2,True,483.0
3717,33,1,1,26.21,1.23,3,3,2,3,0,1,True,943.0
2969,45,1,1,61.18,0.0,2,2,2,3,1,1,False,410.0
7904,42,1,1,363.0,0.8,2,8,3,3,1,2,True,1000.0
3622,35,1,1,195.0,0.0,3,7,0,3,1,1,True,365.0
2295,37,0,0,26.69,0.0,0,4,2,3,1,1,False,152.0
1161,45,0,1,1219.2,23.1,0,8,1,3,1,1,False,1063.0
4656,56,0,1,213.0,1.51,0,8,2,3,1,1,False,3013.0
6418,29,1,1,71.0,1.46,1,8,2,3,1,2,True,179.0
5188,41,1,1,49.2,0.0,0,7,2,3,1,1,False,3166.0
2517,31,1,0,49.0,0.08,0,8,2,3,1,2,True,299.0
4490,28,0,1,26.95,0.0,3,7,2,3,1,1,False,2024.0
5834,41,1,1,1599.0,194.78,0,7,1,0,0,1,False,4453.0
104,45,1,0,950.4,31.89,0,8,1,3,1,1,False,260.0
7293,26,1,1,774.0,0.0,0,7,1,0,0,1,True,2732.0
5698,29,0,1,20.0,34.5,0,7,2,3,1,1,True,520.0
6826,45,1,1,65.1,0.58,1,7,2,3,1,1,False,2769.0
2325,39,1,0,44.02,0.0,0,2,2,3,1,1,False,1794.0
383,19,1,1,36.0,0.0,1,8,2,3,1,1,True,165.0
7865,35,1,1,89.0,0.0,2,8,2,3,1,1,True,471.0
3282,53,1,1,82.0,1.98,0,7,2,3,0,1,True,511.0
6629,37,0,1,19.0,0.69,0,3,2,3,1,1,True,224.0
7490,47,1,1,405.27,0.0,0,3,1,0,0,1,False,3463.0
5668,25,0,1,29.2,0.0,1,8,2,3,1,1,True,2372.0
755,36,1,1,92.0,3.64,1,8,2,3,1,2,True,911.0
7267,36,0,1,19.03,0.0,0,2,2,3,1,1,False,333.0
5512,28,1,0,70.0,0.17,0,7,2,3,0,1,True,2194.0
1677,48,1,1,27.52,0.0,0,2,2,3,1,1,True,576.0
3840,34,0,1,58.8,4.36,2,8,2,3,1,1,True,690.0
5652,35,1,1,47.0,42.62,0,8,2,3,0,2,True,2101.0
4778,34,1,1,30.0,0.0,3,7,2,3,1,2,True,271.0
1079,29,1,1,39.5,0.11,1,8,2,3,1,2,True,1171.0
3536,27,0,1,61.0,0.0,0,8,2,3,1,1,False,2616.0
4763,56,0,1,1068.0,0.0,0,7,1,0,1,1,False,4556.0
2510,37,0,1,57.0,0.0,0,7,2,3,1,1,False,928.0
906,45,0,1,38.1,0.0,0,8,2,1,1,1,False,3155.0
5247,30,1,1,24.0,10.48,1,8,2,3,1,1,True,1517.0
5030,32,0,1,67.0,0.0,0,8,2,3,1,1,False,1491.0
6255,39,1,1,890.4,309.6,1,8,1,3,1,1,False,312.0
3484,32,0,1,42.04,0.0,2,2,3,3,0,1,True,447.0
2620,27,1,1,462.0,126.0,0,8,1,3,1,1,False,959.0
7820,26,0,0,48.6,0.0,0,8,2,3,1,2,True,1082.0
4841,36,0,1,44.5,0.0,1,8,2,3,1,1,True,172.0
6682,41,0,1,38.15,0.02,2,8,2,3,1,1,True,334.0
5841,53,1,1,532.8,3.17,0,8,1,3,1,2,False,1400.0
6569,33,1,1,40.8,0.0,3,7,2,3,1,1,True,699.0
7566,36,0,1,474.0,0.0,1,8,0,3,0,1,True,2000.0
3256,45,1,1,26.05,0.0,0,2,2,3,1,2,True,742.0
499,58,1,1,547.27,0.0,0,1,1,0,0,1,True,463.0
1404,31,0,1,39.0,5.39,0,8,2,3,1,1,True,328.0
3417,34,0,1,58.8,0.46,0,8,2,3,1,1,False,159.0
7597,47,0,1,69.0,20.32,4,8,2,3,0,1,True,2435.0
5409,47,1,1,37.72,0.0,1,3,2,3,1,1,True,1125.0
4864,39,1,1,22.5,0.01,1,7,2,1,0,2,True,1402.0
3921,32,0,1,44.0,3.61,0,7,2,3,1,1,False,1644.0
4150,45,1,1,458.13,0.0,0,2,3,0,0,1,False,3835.0
2005,35,1,1,348.55,0.93,3,8,1,3,1,1,False,609.0
3428,37,1,1,170.42,0.0,0,0,1,0,0,1,True,493.0
1788,35,1,0,111.0,0.0,0,8,2,3,1,1,True,1096.0
7407,47,0,1,44.18,0.0,1,3,2,3,1,1,False,1705.0
4928,37,1,1,48.5,0.0,1,8,2,3,1,1,True,346.0
683,19,1,1,21.6,52.52,0,8,2,3,1,2,False,326.0
6739,53,1,1,25.64,0.0,1,3,2,3,1,1,True,180.0
303,47,0,0,57.4,3.28,2,8,2,3,1,2,True,636.0
1166,36,0,1,44.5,0.0,1,8,2,3,1,1,True,751.0
1839,31,0,1,10.2,26.26,0,7,2,0,1,1,False,2810.0
5583,37,0,1,462.48,138.54,3,8,1,3,1,1,False,670.0
2961,51,1,1,97.5,0.0,1,8,2,1,1,1,True,1842.0
1578,32,0,1,44.0,61.45,0,7,2,0,1,1,True,3283.0
4001,28,0,1,215.98,0.0,0,2,1,3,1,1,False,578.0
7366,39,0,1,30.3,0.53,1,8,2,1,1,1,False,851.0
3654,28,1,1,19.63,0.0,3,2,2,3,1,1,False,183.0
2850,26,1,1,47.5,9.66,3,9,2,3,1,1,False,62.0
4443,29,1,1,71.0,0.63,0,8,2,3,1,2,True,301.0
3777,33,0,1,49.8,8.02,2,8,2,3,1,2,True,272.0
940,41,1,1,45.1,39.46,0,7,2,3,1,1,False,670.0
1882,54,1,1,68.8,0.0,1,7,2,3,1,2,False,3317.0
5438,34,0,1,16.8,0.13,1,7,2,3,1,1,True,179.0
1382,27,1,1,68.0,44.12,0,8,2,3,1,1,False,250.0
6139,35,1,0,60.0,0.0,0,8,2,3,1,1,False,745.0
2883,37,1,1,582.0,1.38,1,8,1,3,0,1,True,1792.0
1323,42,1,1,39.5,53.25,0,7,2,3,1,1,False,760.0
3609,37,1,1,48.5,0.5,3,8,2,3,1,1,True,302.0
1799,44,0,1,306.0,25.9,2,7,0,3,1,2,True,576.0
427,42,0,1,31.2,0.0,0,7,2,3,1,1,True,1121.0
4324,24,0,1,36.8,5.2,1,7,2,3,1,1,True,498.0
4956,60,1,1,100.5,0.0,1,8,2,3,1,1,True,239.0
1511,43,1,1,2115.15,32.86,0,3,1,0,1,1,True,2211.0
4707,51,0,1,43.87,0.0,1,7,2,3,1,2,True,392.0
749,37,1,1,27.2,12.49,0,7,2,3,1,1,True,482.0
5169,60,0,1,46.55,51.62,0,7,2,3,1,2,False,2708.0
7124,33,0,1,19.25,9.41,2,7,2,3,1,1,True,944.0
7630,41,0,1,65.4,122.27,0,8,2,3,1,1,False,1155.0
6726,28,1,1,39.0,0.0,1,9,2,3,1,1,False,124.0
3632,57,1,1,221.0,0.0,1,8,2,3,1,1,True,2847.0
5327,40,1,0,30.8,58.27,0,8,2,1,1,1,True,1209.0
6991,31,0,1,19.01,0.0,0,2,2,3,1,1,False,3905.0
7440,30,1,1,40.0,0.0,1,8,2,3,1,2,True,299.0
2774,50,1,0,54.0,0.0,0,7,2,0,1,0,True,90.0
3008,37,1,1,27.2,0.0,1,7,2,3,1,1,True,880.0
4612,37,1,1,58.2,0.46,2,8,2,3,1,1,True,275.0
3850,37,0,1,57.0,92.0,0,7,2,0,0,1,True,692.0
1120,42,1,1,48.4,0.0,1,8,2,3,1,1,True,1050.0
7823,35,1,0,37.44,0.68,1,7,2,3,1,1,False,1659.0
5429,38,1,1,195.16,0.0,1,0,1,0,1,1,True,3011.0
1913,41,0,1,98.1,1.9,1,9,2,3,1,2,False,12.0
6719,28,1,1,62.4,37.6,0,8,2,0,1,1,False,1552.0
5525,33,1,1,36.54,0.63,2,8,2,3,1,1,True,911.0
3855,47,0,1,55.2,0.0,1,8,2,3,1,1,True,309.0
6868,37,1,1,48.5,0.92,2,8,2,3,1,1,False,2524.0
4165,27,0,1,9.6,9.05,1,7,2,3,1,1,True,179.0
3551,36,1,1,48.0,0.04,0,8,2,3,1,1,False,2312.0
7206,27,1,1,68.0,0.0,1,8,2,3,1,1,True,130.0
281,44,0,1,72.0,57.05,0,8,2,0,0,1,False,3983.0
